equation,feature,pre,post,delta,|delta|,animal,day
dx3/dt,x2 x3,-1.2216272775619421,-0.587054629110651,0.6345726484512911,0.6345726484512911,Animal4,Day12
dx2/dt,x2 x3,0.9544501618216755,0.44396769653205315,-0.5104824652896224,0.5104824652896224,Animal4,Day12
dx3/dt,x3,2.2036351080310577,1.7491795422350211,-0.4544555657960365,0.4544555657960365,Animal4,Day12
dx1/dt,x1 x2,1.1220233188472024,0.6950306764344568,-0.4269926424127456,0.4269926424127456,Animal4,Day12
dx3/dt,x2^2,0.6126156616922219,0.18737312856943278,-0.42524253312278915,0.42524253312278915,Animal4,Day12
dx3/dt,x1 x3,0.4216414840167652,0.0,-0.4216414840167652,0.4216414840167652,Animal4,Day12
dx1/dt,x1,-2.049055963875757,-1.6712115737827373,0.37784439009301973,0.37784439009301973,Animal4,Day12
dx2/dt,x1 x3,-0.1976740439583511,0.12785798318006034,0.32553202713841145,0.32553202713841145,Animal4,Day12
dx3/dt,x1 x2,-0.15990204180845854,0.13167805801209662,0.29158009982055516,0.29158009982055516,Animal4,Day12
dx2/dt,x2^2,-0.27132761104816744,0.0,0.27132761104816744,0.27132761104816744,Animal4,Day12
dx2/dt,x3,2.6023589179133366,2.7866521992608404,0.18429328134750378,0.18429328134750378,Animal4,Day12
dx1/dt,x1^2,-0.3849085206252229,-0.212685543768898,0.1722229768563249,0.1722229768563249,Animal4,Day12
dx1/dt,x2 x3,-0.2636182690907671,-0.11194849969473321,0.15166976939603388,0.15166976939603388,Animal4,Day12
dx3/dt,x2,-3.5858821275595014,-3.4360192731386108,0.14986285442089065,0.14986285442089065,Animal4,Day12
dx1/dt,x3,-0.9747685606704513,-1.1165086935297885,-0.1417401328593373,0.1417401328593373,Animal4,Day12
dx2/dt,x1^2,0.36226556568655705,0.23807643600173323,-0.12418912968482382,0.12418912968482382,Animal4,Day12
dx1/dt,1,-0.2107151332546458,-0.12125975590350041,0.0894553773511454,0.0894553773511454,Animal4,Day12
dx2/dt,x1,-2.759111526950134,-2.8421573879904165,-0.08304586104028244,0.08304586104028244,Animal4,Day12
dx2/dt,x2,0.1580388522604923,0.08141170560366073,-0.07662714665683157,0.07662714665683157,Animal4,Day12
dx2/dt,x3^2,-0.2522028985370757,-0.18543024494635582,0.0667726535907199,0.0667726535907199,Animal4,Day12
dx3/dt,1,0.21048505540120113,0.14391362340332933,-0.0665714319978718,0.0665714319978718,Animal4,Day12
dx3/dt,x1,1.1272289842913021,1.1760880025635512,0.04885901827224903,0.04885901827224903,Animal4,Day12
dx1/dt,x2^2,-0.19046579989813525,-0.1584592628434316,0.03200653705470366,0.03200653705470366,Animal4,Day12
dx3/dt,x3^2,0.16532037409665026,0.13339439048678753,-0.031925983609862735,0.031925983609862735,Animal4,Day12
dx1/dt,x2,3.2963669015023185,3.3047524986867582,0.008385597184439764,0.008385597184439764,Animal4,Day12
dx1/dt,x1 x3,-0.05382455484293825,-0.06165686109703733,-0.00783230625409908,0.00783230625409908,Animal4,Day12
dx2/dt,x1 x2,-0.5922626662046991,-0.591396371340438,0.0008662948642611523,0.0008662948642611523,Animal4,Day12
dx3/dt,x1^2,-0.13963497661196558,-0.13931862247255317,0.00031635413941241697,0.00031635413941241697,Animal4,Day12
dx1/dt,x3^2,0.10821763142988851,0.10823357177569672,1.5940345808207468e-05,1.5940345808207468e-05,Animal4,Day12
