epoch,fp_index,stability,x1,x2,x3,eig1_re,eig2_re,eig3_re,eig1_im,eig2_im,eig3_im,animal,day
pre,1,unstable,-1.3522529025955756,-1.3676244771165582,-1.35721542545768,-0.9860178068335436,-0.9860178068335436,0.653144632492298,1.6982497960087066,-1.6982497960087066,0.0,Animal2,Day7
post,1,unstable,-1.1227495271660723,-0.9852353033356167,-1.1216935346316683,-0.04479283113563515,-0.04479283113563515,0.06398592478558991,3.355476456314214,-3.355476456314214,0.0,Animal2,Day7
