epoch,fp_index,stability,x1,x2,x3,eig1_re,eig2_re,eig3_re,eig1_im,eig2_im,eig3_im,animal,day
pre,1,unstable,-0.8010649816403471,-0.7296162038480617,-0.8028857153519791,-0.13159525824659069,-0.13159525824659069,0.11922299965676332,1.9801393441458581,-1.9801393441458581,0.0,Animal5,Day13
post,1,unstable,0.0,0.0,0.0,-0.1645968303089171,0.5850102686450485,0.5850102686450485,0.0,4.2098047976305795,-4.2098047976305795,Animal5,Day13
