equation,feature,pre,post,delta,|delta|,animal,day
dx3/dt,x3,2.211800229390793,1.8382507449582228,-0.37354948443256997,0.37354948443256997,Animal1,Day3
dx1/dt,x1,-2.1134265281732407,-1.7866516427639805,0.32677488540926025,0.32677488540926025,Animal1,Day3
dx3/dt,x2 x3,-1.1454702208442735,-0.9810404719558903,0.16442974888838324,0.16442974888838324,Animal1,Day3
dx3/dt,x2,-3.6812488622066986,-3.5223560766056163,0.15889278560108222,0.15889278560108222,Animal1,Day3
dx1/dt,x2,3.618193078315767,3.4896667627754128,-0.1285263155403542,0.1285263155403542,Animal1,Day3
dx1/dt,x1 x2,1.2202021707945445,1.099121934829045,-0.12108023596549944,0.12108023596549944,Animal1,Day3
dx1/dt,x2 x3,-0.06019350445539069,-0.1685590135386645,-0.10836550908327382,0.10836550908327382,Animal1,Day3
dx1/dt,1,-0.32550070159347894,-0.22650779375150143,0.0989929078419775,0.0989929078419775,Animal1,Day3
dx3/dt,x1^2,0.0,-0.09770175150214412,-0.09770175150214412,0.09770175150214412,Animal1,Day3
dx1/dt,x1 x3,-0.09254612326576848,0.0,0.09254612326576848,0.09254612326576848,Animal1,Day3
dx3/dt,x1 x2,-0.09035367542280213,0.0,0.09035367542280213,0.09035367542280213,Animal1,Day3
dx2/dt,x3,2.7227528763797966,2.8074469365780717,0.08469406019827508,0.08469406019827508,Animal1,Day3
dx2/dt,x1,-2.7108314045299293,-2.7936275707655294,-0.08279616623560004,0.08279616623560004,Animal1,Day3
dx3/dt,1,0.30377264553417044,0.2352421481707761,-0.06853049736339434,0.06853049736339434,Animal1,Day3
dx1/dt,x3,-1.1787971081883708,-1.1160088520711868,0.06278825611718397,0.06278825611718397,Animal1,Day3
dx2/dt,x1^2,0.19438199633853312,0.24397251153897437,0.04959051520044125,0.04959051520044125,Animal1,Day3
dx2/dt,x2 x3,0.7117837365348983,0.7609880365206708,0.04920429998577247,0.04920429998577247,Animal1,Day3
dx3/dt,x3^2,0.20783503936790199,0.16252748097421038,-0.045307558393691605,0.045307558393691605,Animal1,Day3
dx3/dt,x2^2,0.3710817246619004,0.328871581744581,-0.04221014291731945,0.04221014291731945,Animal1,Day3
dx1/dt,x3^2,0.09729833003841624,0.13388958575326515,0.036591255714848905,0.036591255714848905,Animal1,Day3
dx1/dt,x2^2,-0.2861581715424595,-0.25051655536444983,0.03564161617800965,0.03564161617800965,Animal1,Day3
dx2/dt,x3^2,-0.20519369480679023,-0.23821365956314836,-0.03301996475635813,0.03301996475635813,Animal1,Day3
dx2/dt,x2^2,-0.08677183149298731,-0.11356168747691943,-0.026789855983932118,0.026789855983932118,Animal1,Day3
dx2/dt,x1 x3,-0.06983548554950403,-0.09528805745426942,-0.025452571904765395,0.025452571904765395,Animal1,Day3
dx3/dt,x1 x3,0.06252317387579515,0.0846678134868356,0.022144639611040448,0.022144639611040448,Animal1,Day3
dx3/dt,x1,1.104987695322666,1.122254734238425,0.01726703891575898,0.01726703891575898,Animal1,Day3
dx2/dt,x1 x2,-0.5345168774956981,-0.5459587158327176,-0.011441838337019505,0.011441838337019505,Animal1,Day3
dx1/dt,x1^2,-0.2989798054183761,-0.29399244473504615,0.004987360683329944,0.004987360683329944,Animal1,Day3
